UID,p_id,exp
0022197762,00047880,74
0022415281,00047880,125
0022461805,00047880,142
0022670513,00047880,176
0022705747,00047880,117
0022743885,00047880,181
0022944950,00047880,81
0023176794,00047880,175
0023232733,00047880,136
0023367541,00047880,40
0023370723,00047880,185
0023478709,00047880,93
0023552119,00047880,87
0023718318,00047880,126
0023764444,00047880,51
0024096650,00047880,170
0024155457,00047880,101
0024253623,00047880,24
0024264917,00047880,155
0024266603,00047880,148
0024294856,00047880,161
0024327491,00047880,197
0024336424,00047880,111
0024386240,00047880,169
0024501565,00047880,153
0024620955,00047880,99
0024621862,00047880,146
0024629786,00047880,42
0024837471,00047880,150
0024873412,00047880,53
0024952752,00047880,178
0024962478,00047880,149
0024984526,00047880,27
0025253444,00047880,55
0025346630,00047880,25
0025354048,00047880,4
0025379906,00047880,187
0025419386,00047880,64
0025576894,00047880,106
0025604225,00047880,101
0025619047,00047880,36
0025620156,00047880,29
0025735370,00047880,179
0025838613,00047880,171
0025926201,00047880,125
0026018698,00047880,57
0026197206,00047880,44
0026356551,00047880,71
0026417033,00047880,189
0026629550,00047880,41
0026677158,00047880,154
0026775693,00047880,60
0027158665,00047880,105
0027166648,00047880,196
0027273373,00047880,168
0027459209,00047880,57
0027466039,00047880,29
0027506280,00047880,13
0027590660,00047880,199
0027683636,00047880,29
0027783973,00047880,137
0027851448,00047880,50
0027904328,00047880,9
0027939540,00047880,124
0028093933,00047880,101
0028177132,00047880,154
0028223227,00047880,173
0028256327,00047880,96
0028409217,00047880,105
0028479665,00047880,124
0028784223,00047880,37
0028863379,00047880,191
0028901443,00047880,137
0029280181,00047880,11
0029350946,00047880,87
0029535121,00047880,128
0029571383,00047880,110
0029856933,00047880,25
0029865021,00047880,158
0029894372,00047880,55
0029945570,00047880,121
0030039965,00047880,2
0030138852,00047880,116
0030663589,00047880,42
0031006224,00047880,27
0031054689,00047880,141
0031080062,00047880,13
0031118425,00047880,161
0031204017,00047880,3
0031231326,00047880,162
0031308500,00047880,9
0031322522,00047880,15
0031329490,00047880,151
0031330826,00047880,7
0031376879,00047880,156
0031610401,00047880,106
0031679974,00047880,47
0031772568,00047880,101
0031923946,00047880,67
0031997186,00047880,46
0032000812,00047880,185
0032110528,00047880,87
0032347654,00047880,15
0032432137,00047880,18
0032546661,00047880,170
0032614471,00047880,180
0032908463,00047880,151
0033267024,00047880,76
0033480991,00047880,40
0033690115,00047880,77
0033785304,00047880,198
0033811274,00047880,107
0034001826,00047880,86
0034505294,00047880,83
0034769645,00047880,135
0034886772,00047880,131
0035017510,00047880,7
0035019220,00047880,196
0035340916,00047880,128
0035526972,00047880,4
0035542058,00047880,192
0035597066,00047880,42
0035663377,00047880,153
0036211902,00047880,153
0036250110,00047880,22
0036257054,00047880,58
0036324196,00047880,179
0036439208,00047880,182
0036462024,00047880,7
0036532782,00047880,97
0036624062,00047880,119
0036724452,00047880,39
0036876825,00047880,191
0036961530,00047880,119
0037000524,00047880,93
0037576608,00047880,192
0037584617,00047880,72
0037595490,00047880,180
0037702028,00047880,68
0037764373,00047880,185
0037825841,00047880,50
0037998407,00047880,194
0038017809,00047880,101
0038021396,00047880,136
0038132897,00047880,4
0038340737,00047880,162
0038404257,00047880,81
0038422427,00047880,153
0038445703,00047880,140
0038550907,00047880,172
0038558690,00047880,123
0038829603,00047880,2
0038885701,00047880,64
0038998162,00047880,175
0039005596,00047880,43
0039083078,00047880,37
0039179969,00047880,30
0039325170,00047880,28
0039328272,00047880,83
0039508117,00047880,103
0039683094,00047880,142
0039797980,00047880,185
0039835251,00047880,120
0039969520,00047880,106
0040074450,00047880,40
0040080776,00047880,189
0040326466,00047880,183
0040356745,00047880,142
0040374626,00047880,178
0040425172,00047880,115
0040567338,00047880,191
0040628939,00047880,148
0040718359,00047880,160
0040740744,00047880,183
0040838030,00047880,40
0040866704,00047880,21
0040873777,00047880,141
0040886397,00047880,69
0041001907,00047880,63
0041146408,00047880,153
0041154952,00047880,188
0041333415,00047880,197
0041464216,00047880,6
0041520954,00047880,85
0041522019,00047880,30
0041609409,00047880,116
0041755022,00047880,68
0041786096,00047880,19
0041861620,00047880,165
0041943215,00047880,147
0041957226,00047880,161
0041973591,00047880,91
0042070766,00047880,143
0042125447,00047880,46
0042403276,00047880,94
0042641438,00047880,19
0042770431,00047880,5
0042849672,00047880,102
0042895686,00047880,81
0042922599,00047880,98
0042927777,00047880,156
0042942242,00047880,185
0042948973,00047880,45
0042995275,00047880,94
0043112538,00047880,98
0043201137,00047880,41
0043437718,00047880,49
0043758546,00047880,144
0043771169,00047880,154
0043835978,00047880,54
0043858496,00047880,107
0043866587,00047880,4
0044075152,00047880,26
0044081524,00047880,58
0044138912,00047880,32
0044290434,00047880,133
0044411921,00047880,60
0044662694,00047880,122
0045032562,00047880,127
0045055826,00047880,116
0045404463,00047880,117
0045423191,00047880,3
0045477167,00047880,69
0045613287,00047880,33
0045666597,00047880,179
0045926811,00047880,5
0046019667,00047880,140
0046116021,00047880,166
0046155029,00047880,135
0046232215,00047880,80
0046306844,00047880,74
0046336414,00047880,104
0046355166,00047880,42
0046373198,00047880,192
0046432592,00047880,128
0046529693,00047880,47
0046543640,00047880,40
0046550804,00047880,180
0046748681,00047880,165
0046859717,00047880,141
0047276861,00047880,112
0047381997,00047880,124
0047420870,00047880,157
0047637383,00047880,84
0047651966,00047880,200
0047810849,00047880,132
0047852245,00047880,144
0047899544,00047880,137
0048057571,00047880,56
0048080505,00047880,113
0048199244,00047880,119
0048559750,00047880,12
0048627544,00047880,113
0048903336,00047880,5
0048920943,00047880,24
0048951243,00047880,174
0048986620,00047880,167
0049016031,00047880,35
0049266386,00047880,33
0049521432,00047880,37
0049551457,00047880,71
0049681729,00047880,199
0049718186,00047880,46
0049764038,00047880,148
0050101395,00047880,173
0050269934,00047880,92
0050296579,00047880,94
0050297318,00047880,195
0050478406,00047880,181
0050529840,00047880,148
0050742967,00047880,166
0050827799,00047880,156
0050889770,00047880,55
0051013523,00047880,23
0051159770,00047880,199
0051323880,00047880,142
0051389988,00047880,107
0051407560,00047880,44
0051515767,00047880,79
0051617185,00047880,191
0051694821,00047880,102
0051714283,00047880,194
0051838562,00047880,54
0052227772,00047880,15
0052291421,00047880,57
0052304302,00047880,15
0052375575,00047880,102
0052520061,00047880,119
0052539724,00047880,168
0052634703,00047880,98
0052695152,00047880,94
0052717692,00047880,197
0052948490,00047880,193
0053038107,00047880,83
0053043389,00047880,60
0053177861,00047880,31
0053408535,00047880,84
0053478188,00047880,10
0053501084,00047880,135
0053508619,00047880,159
0053522205,00047880,112
0053593509,00047880,180
0053609847,00047880,50
0053622424,00047880,168
0053982215,00047880,109
0054010439,00047880,89
0054111971,00047880,32
0054175056,00047880,183
0054177391,00047880,98
0054374628,00047880,193
0054438501,00047880,30
0054495047,00047880,133
0054516275,00047880,115
0054625122,00047880,72
0054713540,00047880,41
0054835534,00047880,65
0054916220,00047880,96
0054926187,00047880,80
0054986560,00047880,51
0054993284,00047880,20
0055061132,00047880,76
0055191224,00047880,102
0055288862,00047880,172
0055306486,00047880,142
0055359195,00047880,78
0055522008,00047880,167
0055615139,00047880,185
0055661307,00047880,149
0055826447,00047880,195
0056134291,00047880,93
0056252335,00047880,108
0056318589,00047880,13
0056496252,00047880,88
0056537170,00047880,165
0056621933,00047880,58
0056673192,00047880,52
0056676196,00047880,4
0056677458,00047880,183
0056873934,00047880,113
0056932758,00047880,125
0056960018,00047880,166
0056963545,00047880,134
0056963858,00047880,164
0057038414,00047880,32
0057126050,00047880,37
0057146093,00047880,20
0057154905,00047880,156
0057160877,00047880,123
0057288214,00047880,59
0057383651,00047880,30
0057426349,00047880,177
0057434631,00047880,61
0057514310,00047880,178
0057704773,00047880,132
0057734113,00047880,107
0057734781,00047880,37
0057757278,00047880,160
0057900014,00047880,134
0057929835,00047880,138
0058035060,00047880,136
0058114872,00047880,106
0058148103,00047880,19
0058187596,00047880,93
0058297358,00047880,29
0058317395,00047880,7
0058383610,00047880,112
0058383871,00047880,145
0058526186,00047880,136
0058535743,00047880,174
0058558097,00047880,71
0058672549,00047880,1
0058707888,00047880,92
0058732744,00047880,42
0058792011,00047880,197
0059059909,00047880,35
0059112346,00047880,46
0059260756,00047880,179
0059287565,00047880,19
0059353862,00047880,158
0059542824,00047880,146
0059591163,00047880,105
0059763305,00047880,5
0059776824,00047880,86
0059873974,00047880,77
0059877430,00047880,199
0059927456,00047880,63
0060139445,00047880,158
0060166109,00047880,170
0060194567,00047880,54
0060213879,00047880,44
0060661836,00047880,198
0060857582,00047880,153
0060979779,00047880,20
0061003944,00047880,85
0061005400,00047880,133
0061099229,00047880,137
0061113956,00047880,72
0061185810,00047880,16
0061452024,00047880,70
0061457068,00047880,6
0061648660,00047880,90
0061683915,00047880,50
0061801599,00047880,69
0061889916,00047880,127
0061923956,00047880,48
0062087211,00047880,158
0062515965,00047880,52
0062516598,00047880,12
0062908060,00047880,44
0063053654,00047880,177
0063183240,00047880,187
0063258012,00047880,130
0063285701,00047880,171
0063380863,00047880,191
0063418107,00047880,127
0063513327,00047880,107
0063592827,00047880,186
0063595060,00047880,24
0063678409,00047880,125
0063687476,00047880,48
0064080019,00047880,150
0064370028,00047880,14
0064837688,00047880,185
0065097656,00047880,44
0065267883,00047880,118
0065282032,00047880,73
0065357006,00047880,174
0065371236,00047880,84
0065643386,00047880,133
0065680807,00047880,144
0065699294,00047880,178
0065701085,00047880,15
0065746600,00047880,82
0065772884,00047880,1
0065941960,00047880,85
0066129188,00047880,27
0066151966,00047880,128
0066187049,00047880,39
0066348372,00047880,146
0066456213,00047880,140
0066586335,00047880,61
0066809392,00047880,91
0066847477,00047880,45
0066967137,00047880,13
0067001588,00047880,14
0067016900,00047880,79
0067083922,00047880,65
0067164382,00047880,72
0067207114,00047880,129
0067327949,00047880,140
0067606656,00047880,73
0067740995,00047880,104
0067838426,00047880,174
0067903023,00047880,90
0067956399,00047880,177
0068062450,00047880,167
0068112909,00047880,38
0068252248,00047880,173
0068307825,00047880,111
0068478154,00047880,26
0068672928,00047880,130
0068693930,00047880,12
0068698099,00047880,107
0068924078,00047880,94
0069025752,00047880,156
0069151710,00047880,193
0069156037,00047880,200
0069166930,00047880,76
0069308647,00047880,3
0069474146,00047880,41
0069937838,00047880,194
0070160321,00047880,136
0070505123,00047880,169
0070652672,00047880,20
0070792370,00047880,45
0070896096,00047880,122
0071187417,00047880,20
0071212477,00047880,111
0071271987,00047880,165
0071464284,00047880,200
0071496461,00047880,78
0071501270,00047880,94
0071679778,00047880,125
0071685784,00047880,160
0071688788,00047880,59
0071758989,00047880,177
0071810056,00047880,52
0071848097,00047880,129
0071915530,00047880,175
0072199455,00047880,88
0072238113,00047880,14
0072241982,00047880,133
0072249108,00047880,102
0072418240,00047880,40
0072569517,00047880,129
0072612125,00047880,149
0072663756,00047880,192
0072920004,00047880,197
0072988530,00047880,27
0073183448,00047880,102
0073199702,00047880,163
0073200917,00047880,19
0073316470,00047880,106
0073405476,00047880,132
0073561813,00047880,67
0073760069,00047880,112
0073761496,00047880,131
0073907282,00047880,139
0073944816,00047880,150
0074136807,00047880,57
0074496827,00047880,6
0074515350,00047880,150
0074607258,00047880,150
0074733645,00047880,63
0074798868,00047880,52
0074982317,00047880,165
0075107676,00047880,171
0075392358,00047880,150
0075434512,00047880,173
0075492172,00047880,5
0075566506,00047880,100
0075676992,00047880,83
0075705918,00047880,40
0075715750,00047880,65
0075754990,00047880,4
0075855462,00047880,181
0075887320,00047880,198
0075956838,00047880,186
0076036882,00047880,39
0076239399,00047880,196
0076338004,00047880,37
0076357080,00047880,88
0076491915,00047880,98
0076635942,00047880,38
0076671135,00047880,56
0076814971,00047880,76
0077225676,00047880,146
0077434860,00047880,23
0077439745,00047880,34
0077632339,00047880,118
0078101505,00047880,125
0078125997,00047880,62
0078231065,00047880,198
0078243512,00047880,14
0078392934,00047880,184
0078535222,00047880,160
0078565207,00047880,89
0078589509,00047880,122
0078633246,00047880,191
0078679060,00047880,177
0078695678,00047880,35
0078704558,00047880,129
0078713927,00047880,170
0078742292,00047880,88
0078793787,00047880,178
0078873892,00047880,92
0078875115,00047880,41
0078949819,00047880,114
0078951861,00047880,4
0078957949,00047880,56
0079032664,00047880,154
0079151846,00047880,191
0079272055,00047880,51
0079319774,00047880,81
0079588804,00047880,30
0079654148,00047880,163
0079654970,00047880,116
0079683225,00047880,14
0079869788,00047880,121
0080035016,00047880,116
0080076178,00047880,65
0080087775,00047880,174
0080091716,00047880,115
0080109579,00047880,115
0080162283,00047880,117
0080181020,00047880,142
0080429580,00047880,133
0080432683,00047880,138
0080567852,00047880,27
0080618813,00047880,9
0080700898,00047880,190
0080781354,00047880,3
0080885057,00047880,77
0080985995,00047880,136
0081064846,00047880,184
0081119279,00047880,185
0081193910,00047880,123
0081269435,00047880,84
0081289694,00047880,96
0081563341,00047880,131
0081566238,00047880,71
0081987985,00047880,167
0082151723,00047880,33
0082181756,00047880,186
0082185662,00047880,117
0082347152,00047880,20
0082481932,00047880,78
0082485905,00047880,154
0082597024,00047880,200
0082638619,00047880,47
0082655035,00047880,159
0082744230,00047880,163
0082840410,00047880,71
0082922028,00047880,164
0082939165,00047880,52
0083033907,00047880,200
0083105688,00047880,110
0083182710,00047880,113
0083257014,00047880,140
0083336016,00047880,146
0083352566,00047880,194
0083397982,00047880,130
0083398521,00047880,7
0083460852,00047880,9
0083591649,00047880,67
0083625525,00047880,25
0083640514,00047880,130
0083701209,00047880,155
0083756156,00047880,30
0083758495,00047880,12
0083848555,00047880,159
0083896386,00047880,128
0083905862,00047880,102
0084043492,00047880,182
0084059725,00047880,96
0084122201,00047880,93
0084175488,00047880,166
0084288452,00047880,158
0084288612,00047880,59
0084445357,00047880,63
0084475442,00047880,46
0084909827,00047880,72
0084957842,00047880,113
0085369940,00047880,113
0085557586,00047880,191
0085578602,00047880,81
0085664455,00047880,56
0085801143,00047880,126
0085873786,00047880,109
0086034634,00047880,16
0086231837,00047880,59
0086356737,00047880,93
0086533188,00047880,32
0086558800,00047880,140
0086836564,00047880,57
0086930441,00047880,128
0086953414,00047880,127
0087191081,00047880,144
0087206435,00047880,118
0087246589,00047880,26
0087338718,00047880,22
0087391486,00047880,37
0087582655,00047880,61
0087592194,00047880,33
0087600095,00047880,16
0087677109,00047880,48
0087820636,00047880,80
0087904663,00047880,162
0087996855,00047880,125
0088234180,00047880,144
0088257558,00047880,2
0088305510,00047880,133
0088351646,00047880,141
0088388104,00047880,118
0088542707,00047880,166
0088574816,00047880,112
0088596261,00047880,7
0088633991,00047880,83
0088645353,00047880,37
0088884371,00047880,74
0088895060,00047880,17
0088929552,00047880,10
0088934363,00047880,77
0088974248,00047880,36
0089056730,00047880,57
0089474026,00047880,9
0089697658,00047880,58
0089772885,00047880,136
0090136530,00047880,164
0090153762,00047880,163
0090252044,00047880,57
0090277303,00047880,158
0090301560,00047880,162
0090311579,00047880,56
0090411278,00047880,114
0090424421,00047880,192
0090500851,00047880,63
0090525679,00047880,43
0090675563,00047880,58
0090789963,00047880,143
0090841031,00047880,176
0090918492,00047880,42
0091021866,00047880,82
0091094181,00047880,34
0091218159,00047880,97
0091310818,00047880,139
0091339736,00047880,167
0091370072,00047880,180
0091383426,00047880,165
0091392850,00047880,34
0091448545,00047880,103
0091589186,00047880,43
0091693402,00047880,155
0091713861,00047880,170
0091763045,00047880,186
0091893185,00047880,197
0091944625,00047880,155
0091976632,00047880,118
0092008276,00047880,11
0092019470,00047880,150
0092040358,00047880,112
0092089746,00047880,149
0092124165,00047880,110
0092213328,00047880,159
0092333749,00047880,66
0092443312,00047880,198
0092702974,00047880,59
0092712112,00047880,144
0092737233,00047880,127
0092773128,00047880,59
0092787079,00047880,119
0092864085,00047880,183
0093126385,00047880,128
0093323937,00047880,161
0093341615,00047880,176
0093349482,00047880,167
0093388377,00047880,24
0093431276,00047880,145
0093527058,00047880,114
0093815598,00047880,31
0093906411,00047880,25
0093920247,00047880,126
0093954991,00047880,157
0093985368,00047880,112
0094060248,00047880,196
0094113401,00047880,180
0094249374,00047880,4
0094344028,00047880,170
0094466809,00047880,80
0094485403,00047880,72
0094521038,00047880,168
0094560040,00047880,115
0094657282,00047880,89
0094689166,00047880,121
0094707966,00047880,163
0094780689,00047880,73
0094813270,00047880,2
0094908197,00047880,60
0094915387,00047880,66
0095062183,00047880,119
0095092707,00047880,173
0095115985,00047880,121
0095265658,00047880,61
0095282219,00047880,138
0095316425,00047880,5
0095361340,00047880,126
0095440779,00047880,41
0095478776,00047880,147
0095515697,00047880,191
0095533573,00047880,135
0095628241,00047880,99
0095645106,00047880,169
0095651025,00047880,152
0095658216,00047880,176
0096391833,00047880,46
0096433467,00047880,149
0096513361,00047880,5
0096755595,00047880,168
0096777529,00047880,164
0096838537,00047880,193
0096898843,00047880,185
0097153273,00047880,5
0097218043,00047880,84
0097309508,00047880,5
0097450367,00047880,1
0097461906,00047880,169
0097481186,00047880,162
0097555157,00047880,36
0097581119,00047880,39
0097583050,00047880,14
0097606543,00047880,29
0097625581,00047880,136
0097728079,00047880,182
0097729036,00047880,141
0097902907,00047880,37
0097928623,00047880,3
0097952203,00047880,14
0098075610,00047880,24
0098253924,00047880,43
0098339547,00047880,22
0098375545,00047880,6
0098588288,00047880,76
0098592587,00047880,169
0098601933,00047880,171
0098927481,00047880,185
0099051063,00047880,158
0099498513,00047880,14
0099501942,00047880,39
0099729707,00047880,24
0099760684,00047880,114
0000198293,00058484,3
0000397177,00058484,153
0000498845,00058484,167
0000794927,00058484,98
0000822095,00058484,82
0000843355,00058484,58
0000920984,00058484,96
0001030083,00058484,104
0001059822,00058484,63
0001060306,00058484,134
0001089862,00058484,147
0001191120,00058484,69
0001229871,00058484,127
0001230575,00058484,86
0001305056,00058484,86
0001433276,00058484,197
0001590879,00058484,107
0001787254,00058484,52
0001951345,00058484,119
0002025957,00058484,164
0002188085,00058484,127
0002382734,00058484,113
0002402828,00058484,76
0002542951,00058484,101
0002563504,00058484,94
0002616922,00058484,153
0002666790,00058484,173
0002885618,00058484,118
0002988848,00058484,152
0003111704,00058484,95
0003128902,00058484,80
0003168802,00058484,61
0003422575,00058484,56
0003940328,00058484,99
0003955938,00058484,43
0004083265,00058484,119
0004088685,00058484,12
0004205491,00058484,109
0004268103,00058484,156
0004292631,00058484,100
0004334533,00058484,105
0004515800,00058484,173
0004520595,00058484,98
0004613917,00058484,189
0004826120,00058484,3
0004879924,00058484,117
0004909256,00058484,5
0005020458,00058484,108
0005080512,00058484,191
0005502754,00058484,68
0005692117,00058484,164
0005925535,00058484,24
0005955878,00058484,27
0005978391,00058484,48
0006119617,00058484,169
0006585078,00058484,166
0006743887,00058484,130
0006771749,00058484,139
0006803646,00058484,108
0006804949,00058484,153
0006810788,00058484,92
0006914859,00058484,130
0007396036,00058484,190
0007511020,00058484,194
0007682214,00058484,180
0007800411,00058484,173
0008046482,00058484,77
0008134803,00058484,129
0008233526,00058484,107
0008365347,00058484,154
0008508794,00058484,66
0008607228,00058484,2
0008657413,00058484,137
0008740057,00058484,38
0009146573,00058484,16
0009303645,00058484,67
0009398153,00058484,1
0009490490,00058484,195
0009497962,00058484,53
0009500181,00058484,48
0009530870,00058484,49
0009645631,00058484,17
0009653254,00058484,124
0009662708,00058484,157
0009909207,00058484,175
0010018705,00058484,4
0010020921,00058484,119
0010219615,00058484,84
0010266513,00058484,196
0010295571,00058484,25
0010340439,00058484,168
0010595583,00058484,11
0010618985,00058484,159
0010985430,00058484,139
0011084937,00058484,87
0011192179,00058484,136
0011333636,00058484,143
0011763259,00058484,119
0011775021,00058484,99
0011900023,00058484,156
0011992168,00058484,18
0012060399,00058484,16
0012536385,00058484,176
0012695505,00058484,99
0012930349,00058484,138
0013051218,00058484,108
0013116624,00058484,129
0013159519,00058484,125
0013264650,00058484,147
0013589987,00058484,10
0013657389,00058484,136
0013843662,00058484,118
0013942351,00058484,156
0013947282,00058484,114
0013970105,00058484,72
0013975562,00058484,60
0014056999,00058484,82
0014367334,00058484,168
0014427346,00058484,140
0014484283,00058484,189
0014505269,00058484,187
0014537689,00058484,55
0014744901,00058484,129
0014814284,00058484,174
0014854307,00058484,84
0014938170,00058484,137
0014943984,00058484,1
0015200444,00058484,172
0015250164,00058484,145
0015295292,00058484,4
0015394434,00058484,89
0015430161,00058484,120
0015559489,00058484,143
0015711401,00058484,125
0015741360,00058484,44
0015906001,00058484,138
0015933305,00058484,39
0016073088,00058484,199
0016089971,00058484,154
0016179605,00058484,57
0016369737,00058484,83
0016459491,00058484,18
0016492643,00058484,110
0016497097,00058484,194
0016584535,00058484,90
0016648657,00058484,103
0016648774,00058484,142
0016677973,00058484,39
0016726830,00058484,178
0016824822,00058484,21
0016836215,00058484,140
0016869762,00058484,75
0016936199,00058484,181
0017069853,00058484,9
0017144710,00058484,79
0017221454,00058484,138
0017347829,00058484,191
0017366627,00058484,162
0017602958,00058484,124
0017743544,00058484,73
0017791557,00058484,103
0018012520,00058484,35
0018083600,00058484,69
0018493181,00058484,6
0018614224,00058484,64
0018634953,00058484,81
0018654714,00058484,114
0018717942,00058484,34
0018822422,00058484,180
0019036311,00058484,155
0019171339,00058484,135
0019239479,00058484,28
0019304711,00058484,111
0019361518,00058484,120
0019368684,00058484,146
0019479351,00058484,123
0019592164,00058484,41
0019633122,00058484,139
0019729470,00058484,162
0019750069,00058484,167
0019878719,00058484,98
0020028750,00058484,30
0020099569,00058484,68
0020209218,00058484,101
0020221456,00058484,134
0020314702,00058484,20
0020621895,00058484,139
0020868301,00058484,155
0021068120,00058484,37
0021135642,00058484,81
0021203203,00058484,155
0021282903,00058484,149
0021344560,00058484,6
0021633757,00058484,10
0021711230,00058484,136
0021779849,00058484,142
0021973581,00058484,148
0022048657,00058484,68
0022135387,00058484,153
0022193057,00058484,151
0022197762,00058484,115
0022415281,00058484,2
0022461805,00058484,80
0022670513,00058484,16
0022705747,00058484,82
0022743885,00058484,200
0022944950,00058484,68
0023176794,00058484,146
0023232733,00058484,167
0023367541,00058484,81
0023370723,00058484,99
0023478709,00058484,11
0023552119,00058484,77
0023718318,00058484,130
0023764444,00058484,61
0024096650,00058484,183
0024155457,00058484,93
0024253623,00058484,14
0024264917,00058484,98
0024266603,00058484,119
0024294856,00058484,34
0024327491,00058484,24
0024336424,00058484,166
0024386240,00058484,25
0024501565,00058484,28
0024620955,00058484,61
0024621862,00058484,87
0024629786,00058484,172
0024837471,00058484,40
0024873412,00058484,21
0024952752,00058484,86
0024962478,00058484,111
0024984526,00058484,154
0025253444,00058484,10
0025346630,00058484,105
0025354048,00058484,141
0025379906,00058484,101
0025419386,00058484,91
0025576894,00058484,32
0025604225,00058484,80
0025619047,00058484,115
0025620156,00058484,105
0025735370,00058484,142
0025838613,00058484,2
0025926201,00058484,86
0026018698,00058484,28
0026197206,00058484,179
0026356551,00058484,67
0026417033,00058484,48
0026629550,00058484,116
0026677158,00058484,131
0026775693,00058484,61
0027158665,00058484,143
0027166648,00058484,116
0027273373,00058484,23
0027459209,00058484,115
0027466039,00058484,91
0027506280,00058484,99
0027590660,00058484,116
0027683636,00058484,121
0027783973,00058484,176
0027851448,00058484,109
0027904328,00058484,76
0027939540,00058484,95
0028093933,00058484,154
0028177132,00058484,67
0028223227,00058484,153
0028256327,00058484,55
0028409217,00058484,175
0028479665,00058484,32
0028784223,00058484,81
0028863379,00058484,195
0028901443,00058484,45
0029280181,00058484,92
0029350946,00058484,98
0029535121,00058484,179
0029571383,00058484,110
0029856933,00058484,197
0029865021,00058484,143
0029894372,00058484,41
0029945570,00058484,49
0030039965,00058484,17
0030138852,00058484,46
0030663589,00058484,22
0031006224,00058484,57
0031054689,00058484,169
0031080062,00058484,12
0031118425,00058484,36
0031204017,00058484,147
0031231326,00058484,39
0031308500,00058484,3
0031322522,00058484,162
0031329490,00058484,123
0031330826,00058484,120
0031376879,00058484,85
0031610401,00058484,169
0031679974,00058484,70
0031772568,00058484,21
0031923946,00058484,146
0031997186,00058484,35
0032000812,00058484,75
0032110528,00058484,144
0032347654,00058484,135
0032432137,00058484,128
0032546661,00058484,78
0032614471,00058484,3
0032908463,00058484,191
0033267024,00058484,84
0033480991,00058484,87
0033690115,00058484,16
0033785304,00058484,122
0033811274,00058484,158
0034001826,00058484,159
0034505294,00058484,40
0034769645,00058484,132
0034886772,00058484,142
0035017510,00058484,149
0035019220,00058484,158
0035340916,00058484,122
0035526972,00058484,60
0035542058,00058484,104
0035597066,00058484,92
0035663377,00058484,117
0036211902,00058484,195
0036250110,00058484,162
0036257054,00058484,129
0036324196,00058484,195
0036439208,00058484,104
0036462024,00058484,135
0036532782,00058484,184
0036624062,00058484,99
0036724452,00058484,22
0036876825,00058484,155
0036961530,00058484,110
0037000524,00058484,9
0037576608,00058484,145
0037584617,00058484,174
0037595490,00058484,154
0037702028,00058484,118
0037764373,00058484,169
0037825841,00058484,121
0037998407,00058484,125
0038017809,00058484,32
0038021396,00058484,27
0038132897,00058484,39
0038340737,00058484,87
0038404257,00058484,106
0038422427,00058484,150
0038445703,00058484,79
0038550907,00058484,137
0038558690,00058484,66
0038829603,00058484,48
0038885701,00058484,132
0038998162,00058484,121
0039005596,00058484,148
0039083078,00058484,167
0039179969,00058484,58
0039325170,00058484,27
0039328272,00058484,89
0039508117,00058484,147
0039683094,00058484,9
0039797980,00058484,108
0039835251,00058484,159
0039969520,00058484,38
0040074450,00058484,138
0040080776,00058484,74
0040326466,00058484,128
0040356745,00058484,116
0040374626,00058484,117
0040425172,00058484,93
0040567338,00058484,191
0040628939,00058484,95
0040718359,00058484,134
0040740744,00058484,166
0040838030,00058484,20
0040866704,00058484,165
0040873777,00058484,157
0040886397,00058484,166
0041001907,00058484,140
0041146408,00058484,61
0041154952,00058484,118
0041333415,00058484,195
0041464216,00058484,8
0041520954,00058484,108
0041522019,00058484,114
0041609409,00058484,74
0041755022,00058484,116
0041786096,00058484,156
0041861620,00058484,135
0041943215,00058484,41
0041957226,00058484,75
0041973591,00058484,25
0042070766,00058484,179
0042125447,00058484,127
0042403276,00058484,44
0042641438,00058484,182
0042770431,00058484,172
0042849672,00058484,102
0042895686,00058484,156
0042922599,00058484,44
0042927777,00058484,191
0042942242,00058484,3
0042948973,00058484,26
0042995275,00058484,176
0043112538,00058484,45
0043201137,00058484,22
0043437718,00058484,120
0043758546,00058484,59
0043771169,00058484,170
0043835978,00058484,173
0043858496,00058484,8
0043866587,00058484,2
0044075152,00058484,113
0044081524,00058484,70
0044138912,00058484,163
0044290434,00058484,119
0044411921,00058484,45
0044662694,00058484,76
0045032562,00058484,79
0045055826,00058484,153
0045404463,00058484,75
0045423191,00058484,152
0045477167,00058484,152
0045613287,00058484,158
0045666597,00058484,68
0045926811,00058484,36
0046019667,00058484,108
0046116021,00058484,183
0046155029,00058484,101
0046232215,00058484,35
0046306844,00058484,180
0046336414,00058484,6
0046355166,00058484,35
0046373198,00058484,38
0046432592,00058484,38
0046529693,00058484,48
0046543640,00058484,23
0046550804,00058484,34
0046748681,00058484,30
0046859717,00058484,104
0047276861,00058484,157
0047381997,00058484,62
0047420870,00058484,125
0047637383,00058484,27
0047651966,00058484,196
0047810849,00058484,143
0047852245,00058484,34
0047899544,00058484,93
0048057571,00058484,53
0048080505,00058484,180
0048199244,00058484,150
0048559750,00058484,129
0048627544,00058484,114
0048903336,00058484,138
0048920943,00058484,170
0048951243,00058484,1
0048986620,00058484,25
0049016031,00058484,15
0049266386,00058484,189
0049521432,00058484,190
0049551457,00058484,8
0049681729,00058484,188
0049718186,00058484,49
0049764038,00058484,172
0050101395,00058484,124
0050269934,00058484,138
0050296579,00058484,55
0050297318,00058484,92
0050478406,00058484,109
0050529840,00058484,67
0050742967,00058484,92
